pageurl,crawl_timestamp,job_title,category,company_name,city,post_date,job_description,job_type,job_board,geo,state,salary_offered
https://www.seek.com.au/job/36210536,5/14/2018,Senior Property Manager - Lower North Shore,Real Estate & Property,Gough Property & Real Estate Recruiters,Sydney,5/13/2018,"The Client:? This is a close-knit and dynamic boutique agency who is very successful located on the Lower North Shore. They are known for their enthusiasm, dedication, hard work, experience and passion for Real Estate. This company greatest asset is for its consistent track record of exceeding expectation.? The Role: We are seeking an experienced Property Manager who will be looking after a portfolio of 170 properties. You will have your own dedicated Leasing Consultant and a Junior Property Manager. There will be plenty of support and training to structure your career to the best. Your duties will include but not limited to: Looking after a portfolio of 170 properties using CONSOLE? Bringing on New Managements on the North Shore? Communicating effectively with tenants and landlords Conduct in-going condition reports Manage and Conduct routine inspections Handling Rent Reviews No Accounts and Leasing Consultant & Junior Property Manager to Support? The Candidate: Previous Property Management experience is essential? A current Certificate of Registration or License? Driver?s License and Car High level of professionalism and well presented Bubbly, enthusiastic and Passionate about the Real Estate Industry Exceptional communication skills both written and verbal High level of customer service and excellent rapport building skills Benefits & Culture Great Location - close to transport? MONDAY TO FRIDAY ONLY? Street Parking Work along a really close-knit and supportive Property Management Team? Rewarding Salary UP TO $90K + Incentives Excellent Career potential Not looking yourself but know someone right for this role? We offer a referral fee for any successfully placed referral - ask me how! To apply:? Please call?Ashleigh Frinsdorf on (02) 9362 8500?or?0431 675 599?or email your CV to?afrinsdorf@goughrecruitment.com.au All applications will be held in the strictest of confidence. Only those with the right to work in Australia need apply.",Full Time,seek,AU,North Shore & Northern Beaches,UP TO $90K PLUS INCENTIVES
https://www.seek.com.au/job/36211611,5/14/2018,Food Production and Distribution Supervisor,Government & Defence,Metro North Hospital & Health Service,Brisbane,5/13/2018,"Remuneration value up to $65 389 p.a., comprising salary between $54 861 - $57 310 p.a., employer contribution to superannuation (up to 12.75%) and annual leave loading (17.5%) (OO3) (Applications will remain current for 12 months). Job Ad Reference: MNC275649. Vaccine Preventable Diseases (VPD) Requirements It is a condition of employment for this role for the employee to be, and remain, vaccinated against the following vaccine preventable diseases during their employment: Measles Mumps Rubella Varicella (chicken pox) Pertussis (whooping cough) Hepatitis B Further vaccinations may be required due to particular risks for a role; examples include: Hepatitis A ? Workers in regular contact with untreated sewerage Q Fever ? Research or Laboratory staff regularly handling specimens All new employees who will be working in clinical areas must be assessed for their risk of tuberculosis and screening undertaken if required. Existing staff that are engaged prior to 1 July 2016 are not subject to this condition of employment unless they apply for a role with VPD requirements that is with a different Queensland Health entity (ie one HHS to another HHS, Department to a HHS, or HHS to Department). Purpose of the Role: It is the purpose of this role to provide a high quality nutrition and food service by ensuring the production and presentation of high quality and accurate food items for patients/residents and clients of the Brighton Health Campus Nutrition and Food Services. How to Apply: For full details of this position, please ensure you download the Role Description and Information Package for Applicants for instructions on how to apply for this role.? If you have difficulty viewing this role description in .pdf?format, please contact Metro North Recruitment to request it in .doc?format.Please note that if the information requested in the ?how to apply' section is not provided you may not meet the requirements for further consideration of your application.? The Information Package for Applicants outlines pre-employment checks that will be undertaken for successful applicants. ? APPLICATIONS WILL NOT BE ACCEPTED BY A THIRD PARTY ? ?",Full Time,seek,AU,Northern Suburbs,$54861 - $57310 p.a.
https://www.seek.com.au/job/36211043,5/14/2018,Senior Control Systems / Automation Engineer - Leading Mulitnational,Engineering,Cononbrig Partners,Melbourne,5/13/2018,Abouydel on +61 3 9005 8362 and please leave a message if we are unable to answer your call.? Shortlisted candidates will be contacted within five days of applying.,Full Time,seek,AU,CBD & Inner Suburbs,"Up To Max $150,000 Total Package including Super."
https://www.seek.com.au/job/36211018,5/14/2018,Senior Interior Designer,Design & Architecture,Ivory Group,Sydney,5/13/2018,ABOUe is 2MB. For larger sized portfolios please contact Nirasha Perera on the details above.,Full Time,seek,AU,"CBD, Inner West & Eastern Suburbs","$100,000 - $120,000 Package"
https://www.seek.com.au/job/36213298,5/14/2018,Senior Sales Executive - Enterprise Facilities Solutions,Sales,BMS Sales Performance,Sydney,5/14/2018,"Senior Sales Execued corporate businesses to ascertain their needs and requirements is your main aim. This role relies on thorough research and needs analysis to ensure that when you present your tailored solution you are in the best possible position to win the business. Liaising with CFO?s, Facilities Managers and Procurement Managers, this position requires you to target and pitch to the true decision maker. Due to the high ticket value of the solutions, individuals will need to be excellent communicators and credible when in front of this contact level. The products are market leading and offer a full commercial solution to meet every clients requirements. Due the company?s excellent reputation, leads are an everyday given and coming across new opportunities is never a hard task. It?s the individual that can close these leads that will be successful in the role. If successful in the role the company has a structured career path and many avenues to explore for the ambitious and driven individual. The Candidate: This is a genuine opportunity for a driven, focused new business developer who has a proven track record with corporates. Every candidate who loves the thrill of the chase will love to get their hands on this business solution as there are so many key selling points. The company culture is firm but fair and encourages healthy competition. Loyal, career focused individuals will be rewarded with senior positions within the company. If a high earning potential appeals then apply now! BMS Specialise in recruiting sales professionals in the FMCG, Business to Business and Industrial markets, we have many unadvertised positions, so if you are actively looking or just dipping your toe in the market then feel free to call. 02 9434 2100.",Full Time,seek,AU,"CBD, Inner West & Eastern Suburbs",Up to $80000.00 p.a. + Super/Car Allowance/$20k Co
https://www.seek.com.au/job/36210934,5/14/2018,Orthopaedics Territory Manager NSW,Healthcare & Medical,EvansPetersen Healthcare Pty Ltd,Sydney,5/13/2018,"The?Company Dynamic and entrepreneurial medical device company Comprehensive range of orthopaedic devices in hip, spine and trauma. Opportunity to leave the rigid corporate philosophy behind Empowers you to be agile and drive the business as you see appropriate. The Role Responsible predominantly for the spine product portfolio Accountable for establishing relationships with Key Opinion Leaders Attend theatre and guide Surgeons and OT staff through procedures with your products.? Work with a well-respected Orthopaedic portfolio Establish yourself and your brand within Medical Sales and the Orthopaedic marketplace, driving sales and meeting targets. Run the territory like your own business. ?? About You You are innately driven, self-motivated and resilient Able to think on your feet and utilise your initiative to develop and build your territory.? Dedicated and a doer, you will demonstrate integrity in all aspects of your work.? You will enjoy the agility and accountability that comes from working with an entrepreneurial business We also need someone who: Has extensive experience and relationships in the medical device and spinal orthopaedic markets Has a strong base of anatomy and physiology knowledge Is able to demonstrate your success as a salesperson through your work history Wants to be rewarded financially for your success with a more than adequate salary package.? Why work with EvansPetersen? We specialise in recruitment within the Medical Device Industry.?We have?developed an outstanding network of clients, as well as a very thorough knowledge of the Healthcare industry. How? Because we?ve all worked in it ourselves as reps, managers, marketers - not just recruiters! We support our candidates by offering a personalised and experienced approach, every step of the interviewing process.? Apply Now Send CV via SEEK Call for a confidential chat Cathy Madigan 0477 029 802 WWW.EPHealthcare.com.au au.linkedin.com/in/cathymadigan Please follow us on our LINKEDIN page; EvansPetersen Healthcare ? ***This opportunity is only open to candidates who are eligible to work in Australia and hold the appropriate visa to work permanently***",Full Time,seek,AU,Ryde & Macquarie Park,You can live anywhere in NSW!!
https://www.seek.com.au/job/36210516,5/14/2018,Big Data Architect,Information & Communication Technology,Hydrogen Group Pty Ltd,Sydney,5/13/2018,"Clienure or GCP; A background in data engineering strong ETL, modelling and SQL skills. Exposure across traditional data technologies, Teradata experience is highly desirable; Strong consulting skills with proven senior stakeholder management expertise working in complex environments; Experience working in Agile environments, managing teams and delivery of project governance. The Successful candidate With both permanent and contract positions available we encourage candidates with skills in the above area to contact the team at Hydrogen for confidential discussions. We are seeking intellectually capable, personable and change driven individuals who want to be part of a market leading consulting organisation. First class communication skills in both the written and verbal form will be required. For exceptional talent, our client will consider overseas applicants who require sponsorship What's on offer? The opportunity to work with world class thought leaders in the digital transformation, Big data, Data science, RPA and AI space. International and local career progression. Competitive salaries depending on experience (roles range from $120,000 + super - 170,000 + super and bonus). Hydrogen UK Limited is acting as an Employment Agency in relation to this vacancy.",Full Time,seek,AU,"CBD, Inner West & Eastern Suburbs","?130,000 - ?170,000 p.a. + super, bonus & benefits"
https://www.seek.com.au/job/36210139,5/14/2018,5 x Senior Store Managers --> SYDNEY WEST <-- Athleisure lifestyle + EPIC KICKS!,Retail & Consumer Products,CLIMB Retail Recruitment,Sydney,5/13/2018,"4 x SENIOR Son?and awesome opporING PERKS ON OFFER: Up ingly expressive and hip workplace 40% product discount off brands like NIKE- ADIDAS- CONVERSE Wicked upper management team, some of the best in the business! Huge potential for GROWTH and DEVELOPMENT to really get your career booming! WHAT WE NEED FROM YOU: ENERGY, DRIVE AND A WICKED PERSONALITY TO MATCH Experienced Retail Management experience in a retail environment?(fashion, footwear?or similar) A love of everything street wear, urban culture & retail Knowledge & drive to meet set KPI's and sales targets Natural team leadership ability! Hunger to learn and grow! ? ? ? ? ? ? ? ?Join one of the FASTEST GROWING street wear retailers ? ? ? ? ? ? ? ? ? Enter during the growth phase and expansion period! ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ? ~ THESE ROLES WONT LAST ~ ? ? ? ? ? ? ? ? ? ? ? ? ? ?Give me a call for a chat or apply below! ? ? ? ? ? ? ? ? ? ? ? ? ? ?Monique 0423 944 088 or 1800 467 723",Full Time,seek,AU,Parramatta & Western Suburbs,"Up to $60,000 Plus Earn BIG BONUSES!"
https://www.seek.com.au/job/36211232,5/14/2018,Customer Service/Administration Assistant,Administration & Office Support,Brisbane Markets Limited,Brisbane,5/13/2018,"Brisbane Markets Limited (BML) is the owner and manager of the Brisbane Markets at Rocklea. With a site area of approximately 80 hectares, it is Queensland's major centre for marketing and distributing fresh produce. To continue our success, we are currently recruiting for an experienced Administration Assist with great customer service experience to provide support across several departments. The primary functions of this position include handling all over the counter and phone maintenance enquiries, assisting contractors with work permits, maintaining the job management system as well as general administration support such as data entry, scanning and archiving general documentation, creating general files, and producing general job data reports. To be considered for this role, the successful applicant will need to have the following essential attributes and experience: ? Previous customer service and administration experience Ability to follow instruction and perform multiple tasks in a busy environment Outstanding communication skills, both verbally and written An excellent phone manner Good computer skills including word processing and spread sheeting Data entry Great attention to detail This is a full time position offering $46K for 40 hours per week 6:30am-3:00pm Monday to Friday. ?To become part of the BML team and enjoy our great work environment you will need to submit your resume by clicking ""Apply Now"" or directly email your application to the HR Manager - recruitment@brisbanemarkets.com.au.",Full Time,seek,AU,CBD & Inner Suburbs,"$46,000 "
https://www.seek.com.au/job/36213162,5/14/2018,Personal Assistant - Sydney CBD location,Administration & Office Support,Kennedy Reid,Sydney,5/14/2018,"The Company Our client are leaders in their market providing exemplary service to their clients in regards to project management, consulting and integration services. They offer fantastic career progression opportunities and a supportive working environment.? The Role As a Personal Assistant, your duties will include but not be limited to: Providing administrative support to the Managing Director Coordinating calendars & organising bookings Complex travel arrangements? Managing incoming emails via the inbox Hours:?Monday to Friday 8:00am - 4:00pm Location: Sydney CBD - close to Martin Place & Wynyard station Salary: $70,000 package You To be successful in this role you will have: Previous Personal Assistant experience in the Construction Industry Advanced administration skills - typing & Microsoft Office A high attention to detail & excellent organisational skills Immaculate, corporate presentation & professional acumen Excellent communication skills both verbal & written How to Apply? For immediate consideration click 'Apply Now'. Alternative, contact Bronte on 0477 773 466 for at bronte@kennedyreid.com.au for more information.",Full Time,seek,AU,"CBD, Inner West & Eastern Suburbs","$70,000 package"
https://www.seek.com.au/job/36212168,5/14/2018,Tax Accountant,Accounting,Lloyd Harrington Australia,Sydney,5/13/2018,"ealand Risk Management and Corporate Governance Preparation of month end/year end tax effect accounting calculations; Research and preparation of tax technical advice; Assist in the provision of advice to the Business and ad hoc assistance with project work as required. You will have: Strong accounting skills (ideally CA qualified) particularly with regard to tax effect accounting; 3 - 5 years experience in a Big 4 or leading firm, advisory firm or equivalent industry experience; In depth knowledge of current Australian income tax requirements; Technically savvy and experienced with adapting to different software programs/systems; Solid analytical abilities and strong communication skills; and High level of energy and commitment To apply online, please click on the appropriate link below. Please visit www.lloydharrington.com.au to view more jobs. ?",Full Time,seek,AU,"CBD, Inner West & Eastern Suburbs","$95,000 - $109,999"
h/job/36211690,5/14/2018,Senior Business Advisory Accountant,Accounting,Fluid Accounting and Finance,Otago,5/13/2018,Compeed CA firm in Dunedin. I,Full Time,seek,NZ,Dunedin,$70k - $90k p.a.
https://www.seek.com.au/job/36213336,5/14/2018,Alcohol & Other Drugs (AOD) Case Worker (Female),Healthcare & Medical,Crossroads Youth & Family Services,Melbourne,5/14/2018,"? ? ? CROSSROADS BRIDGEHAVEN ? ? Alcohol & Other Drugs (AOD) CASE WORKER (FEMALE*) (Permanent Full-Time Position 38 hours per week) ? ? The Salvation Army Bridgehaven is an Alcohol and Other Drugs (AOD) Residential Rehabilitation Program for Women and Women with accompanying children located in Preston. ? The AOD Case Clinician will deliver high quality clinical services to women and their children seeking residential rehabilitation that assists them to address Alcohol and Other Drugs (AOD) issues and transition to healthy independent living: ? The successful applicant will have the following: ? Degree Qualification in Social Work, Psychology or other AOD related fields Certificate IV(or equivalent) in the application of AOD interventions or the four competencies required to work within the AOD Sector Current First Aid Certificate: Level 2 Current Victorian Drivers licence Working with children Check A National Police Record Check is required ? A position description is available upon request.? Any questions relating to the role can be directed to Paula Norman, Program Manager on 03 9480 6488. ? To apply for the position, please forward a resume, cover letter and response to the job competencies from the position description to Paula Norman, Program Manager Crossroads Youth and Family Services or email xroads.admin@aus.salvationarmy.org ? Applications close:? 28 May 2018 Close of Business Day ? *Equal Opportunity Exemption Number A217/2010",Full Time,seek,AU,Northern Suburbs,"$50,000 - $54,999"
https://www.seek.com.au/job/36211509,5/14/2018,Senior Signal Engineer,Engineering,Queensland Rail,Brisbane,5/13/2018,"With approximately 6,500 staff, more than $6 billion in fixed and other assets and more than 6,500 kilometres of track, Queensland Rail (QR) is an integrated customer and rail infrastructure business servicing the passenger, tourism, resources and freight customer markets throughout Queensland.? The organisation aims to be the safest, best performing and most customer focused railway in Australia. We are seeking multiple Senior Signalling Engineers to join our Signalling Engineering team at Queensland Rail.? These roles will focus on supporting operational and capital works as well as building the technical capability of the existing team.? Responsibilities include: Lead and develop engineering professionals in project-based teams to ensure delivery of effective and commercially valuable signal engineering solutions Provide expert signal engineering services taking into account scope, quality and safety considerations and allocated budgets and timeframe Maximise commercial outcomes for Queensland Rail by coaching and supporting teams to effectively manage stakeholder relations, implementing and evaluating relationship management strategies Lead and coach individuals and teams in delivering commercial Lead and coach engineering professionals, ensuring professional integrity and good business approach to signal engineering products delivered by the team Certify, as a professional engineer, signal engineering works and ensure that the requirements of professional practice and/or the Quality Management System are met to provide consistent output of signal engineering services and advice, ensure compliance with safety, operational and environmental Legislation, regulations and practices We are interested in hearing from qualified Engineers who have experience within the rail industry.? Requirements include: Bachelor of Engineering (Electrical) or equivalent that is recognised by Engineers Australia RPEQ registration is highly advantageous (or must be able to obtain within 6 months) Strong experience in signalling engineering A passion to mentor and grow team members Strong communication, negotiation and stakeholder management skills A commitment to best practice In addition to a generous superannuation scheme, Queensland Rail also offers free train travel to and from work on duty days and a healthy work / life balance. Apply to position number 75056 by clicking on the ?Apply? button. Please submit a resume and covering letter outlining relevant experience by 5pm Monday 28th May 2018. Please address your application to Tali Butler, Senior Recruitment Adviser.? To learn more about this Queensland Rail career opportunity please phone 07 3072 1309 or email tali.butler@qr.com.au.? Please do not email your application; we can only accept applications received via our website. Please note that candidates who are invited to interview will be required to bring their original degree certificate or a copy of it which has been certified by a JP. Please note that for overseas qualifications both the candidate and Queensland Rail will need to obtain confirmation that the overseas qualification or licence is recognised in Australia and is acceptable to meet the requirements of the qualification applied to the position description. The recruitment and selection process?for this position will require the successful candidate to satisfactorily undertake a medical assessment and an alcohol and other drug screen. Queensland Rail is an equal opportunity employer and encourages women, Aboriginal and Torres Strait Islander people, people with disabilities and people from non-English speaking backgrounds to apply for this position. ?",Full Time,seek,AU,CBD & Inner Suburbs,$NEG
h/job/36211120,5/14/2018,Business Development Manager - Waikato/ BOP - A WINNER!,Sales,KINGS RECRUITMENT LTD,Waikato,5/13/2018,"Our clien Please note, only those shortlisted will be contacted and this will happen within a week of your application.",Full Time,seek,NZ,Rest of Waikato,Up to $80k base + Car + com OTE $110K+++
https://www.seek.com.au/job/36210690,5/14/2018,Concrete Tester / Lab Technician Trainee,Construction,Independent Concrete Testing (QLD),Brisbane,5/13/2018,"Concrete Tester & Laboratory Assistant Trainee Brisbane to Gold Coast area / full time position vehicle and tools supplied Experience in construction is an advantage? Independent Concrete Testing (Qld) are seeking applicant's for the above role as a Concrete Tester / Laboratory Assistant Trainee, you will be required to test concrete in the field to AS1012 and laboratory duties, all?applicant's must have full availability and able to work overtime and weekends on occasions. Experience in Concrete Testing in the field is an advantage but not essential, a current?drivers license and blue or white is required?and you must provide own PPE full longs. This is a full time position for the right applicant. Please email resume to ict_qld6@bigpond.com? your email will be reviewed and assessed and you will be contacted by email for a phone interview if your application is considered. ?",Full Time,seek,AU,Southern Suburbs & Logan,"$40,000 - $44,999"
https://www.seek.com.au/job/36211099,5/14/2018,Senior Wills & Estates Litigation Lawyer - Melbourne,Legal,Gatehouse Legal Recruitment,Melbourne,5/13/2018,"The Opportunity This is a rare opportunity for a Senior Wills & Estates Litigation lawyer to manage and supervise two talented junior solicitors?and?work with other dynamic team leaders across other areas of law within the Melbourne office of this national law firm. ? The Ideal Candidate? The ideal candidate will have: At least 5 years PAE as a Lawyer with strong experience specifically in Wills & Estates Litigation. ? On Offer This?opportunity?offers: a top of market salary?package; The ability to manage your own diverse mix of interesting and challenging Wills & Estates litigation matters; The ability to lead your own team and build upon your own personal profile in wills & estates litigation with the full marketing support and resources of this national law firm; flexibility; realistic budgets; a friendly and collaborative work environment;?and a dynamic?leadership team that?will encourage and promote your success. ? To Apply? To apply online, please click on the appropriate link below. Alternatively, for a confidential discussion, please contact John Castello on?0407 112 612?or email?john@gatehouselegal.com.au. Your private details will be treated confidentially, and will not be passed on to any third party without your consent. **This opportunity is exclusively listed with Gatehouse Legal Recruitment** We look forward to meeting you. See more legal opportunities at www.gatehouselegal.com.au",Full Time,seek,AU,CBD & Inner Suburbs,Call John on 0407 112 612
https://www.seek.com.au/job/36212260,5/14/2018,Contract Administrator - Commercial Projects to $100M,Construction,Hays Construction,Melbourne,5/13/2018,"Coned projects to begin with. You must be motivated, passionate and be able to work autonomously. You will have a good understanding of the construction process and will have worked on projects up to $30M. In return, you will be joining one of the most reputable builders in the industry and the opportunity to learn from Melbourne?s most well regarded Construction professionals. This is a company who truly appreciate the value of work-life balance and the positive influence this has on a working environment. This is a rare opportunity offering a competitive remuneration package, a friendly and inclusive culture and a stable organisation. For a confidential discussion regarding this role or any similar positions that may be available, please contact Charlotte Baker on 03 8616 8491 or email your resume in word format to Charlotte.baker@hays.com.au",Full Time,seek,AU,CBD & Inner Suburbs,"$120,000 - $130,000 + Super"
https://www.seek.com.au/job/36213093,5/14/2018,Retail Store Manager - Watertown DFO,Retail & Consumer Products,Footwear Clearance Centre,Perth,5/14/2018,"Windsor Smith?are an Australian National Footwear Company that has the hottest fashion footwear available all year round for?Men and?Women and an Exciting Opportunity for a Highly Motivated, Hands On?Store Manager has become available at our?Watertown DFO?store. ? To be successful for this fantastic role we require: A motivated doer that wants career progression Has Outstanding Customer Service Skills Is Hands on, Energetic & Vibrant Has Prior experience in Fashion/Footwear Retail Has the ability to create a positive Team environment Know how to Motivate your crew Have the ability to achieve Outstanding Results Take pride in your personal grooming ? The Rewards you will get from loving this role: Excellent Career Progression in a Growing Company A Generous Staff Discount An Excellent Competitive Salary Earn Great Commission based on performance Training and Recognition for your efforts We offer a fantastic, friendly working environment with the opportunity for growth and advancement for the right candidates in a company that is well established and growing. Experience in Fashion/Footwear retail is essential to be considered for this role. ? Please Apply Online!",Full Time,seek,AU,"CBD, Inner & Western Suburbs","$45,000 - $49,999"
https://www.seek.com.au/job/36210207,5/14/2018,Labourers - Poultry equipment installation,Trades & Services,B & M Slots Pty. Ltd.,Melbourne,5/13/2018,"About the business and the role B & M Slots is Australia's leading supplier of automated poultry farming systems for the production of fertile and consumption eggs. We are looking for labourers to install a range of conveyors, feeding systems, drinkers and housing systems across a number of projects in regional Victoria. Due to the locations accommodation and travel is provided. This job requires frequent time away from home. Job tasks and responsibilities Working in teams of 8-10 people, you will work with our experienced fitters to assemble and install equipment into sheds which are under construction. The work takes place in new buildings which are not yet populated with chickens. To be considered for this position we require: - Previous experience in poultry equipment is preferred but not essential.?A background in working with your hands in a field such as construction, industrial equipment, mechanic, fitter and turner, panel beater etc would ensure you have the right skill set for this job. - A demonstrated commitment to safety and relevant construction industry white card. - The ability to work in unsupervised in a small team. - Drivers licence. Further information All transfers,?accommodation etc is provided. Please note this job requires long periods away from home. NO JOB AGENCY / RECRUITMENT COMPANIES PLEASE.",Casual/Vacation,seek,AU,Northern Suburbs,$25 - $27 per hour
https://www.seek.com.au/job/36210763,5/14/2018,Lead Educator,Education & Training,Affinity Education Group,Brisbane,5/13/2018,"? Join a team who truly care about children! ? About our Centre Welcome to Tadpoles ELC Samford, in Queensland's gorgeous Moreton Bay Region! Our 75-place centre is managed by a wonderful and highly dedicated team of early childhood professionals - and they are ready to give you a warm welcome! You'll be working in a centre which has proudly achieved a MEETING ranking from the National Quality Standards, and it's not hard to see why. We utilise the unique Lifelong Learning approach developed by Affinity Education Group which perfectly supports the Early Years Learning Framework. We integrate an exciting 'Healthy Children' program of events, activities, incursions and excursions year round and involve our families and local community at all times. Visit our Facebook page to find out more! ? The role As a valued Lead Educator / Educational Leader at our centre, you?ll review, design, and evaluate the educational programs and play-based learning opportunities which help the children in our care develop a lifelong love of learning! You?ll support a friendly and enthusiastic team to implement these programs, follow the Early Years Learning Framework, and create a culture which shares the excitement of child-led discovery. You?ll enjoy regular professional development opportunities, engagement with our Quality Team, and being part of a company which is committed to delivering educational excellence. ? About you Experienced in implementing and evaluating educational programs and practices across each room to ensure compliance with the EYLF and National Quality Standards Able to monitor and contribute positively to all educator?s documentation, analysis of children?s learning, planning and participation. Experienced in ensuring all educators follow and can articulate the planning cycle effectively Skilled in leading discussion with educators to reflect on their practice, interactions, intentional teaching and other strategies Keen to develop a strong working relationship with your Centre Manager (Centre Director) to inform of audit outcomes and recommendations ? Your reward A permanent part-time?role (up to 37.5-hours per week) working for Australia?s fastest-growing child care group Incentive program - earn brand new resources for your centre Leadership, management and training opportunities to develop your career further Access to discounts on a variety of products and services Access to a national network of colleagues, training and future job opportunities at more than 160 child care centres owned by the same company ? You already have Studying towards or hold a minium Diploma in Early Childhood Education and Care, or equivalent A current Working with Children?s Check or equivalent Extensive knowledge of the Early Years Learning Framework Commitment to delivering the National Quality Standards Strong and positive communication, leadership and management skills Current driver?s licence, first aid certificate (including asthma and anaphylactic training) and resuscitation certificate ? Why work for Affinity? At Affinity, we proudly do things differently. Our mission is to inspire and nurture individuals to reach their full potential. It isn?t just about what we do for children, it?s about what we do for our team, too. Every day, at more than 160 child care centres around Australia, we support quality, teamwork, training opportunities and a culture of recognition and reward. Affinity allows our people to shine ? so we can deliver the best in early education. As Australia?s most dynamic early learning business, we?re revolutionising our industry through our Lifelong Learning approach, Quality Team, Healthy Children program, technology and facilities upgrades and much more. We?d love you to join us! Achieve beyond your expectations as you are supported to learn, grow personally and professionally and develop new, valuable skills. Feel positive. Feel proud. Make new friends. Laugh. Go home smiling. MAKE YOUR MOVE Apply Now.",Part Time,seek,AU,Bayside & Eastern Suburbs,Above Award Rates Offered!
https://www.seek.com.au/job/36211746,5/14/2018,WELDERS AND BOILERMAKERS IMMEDIATE START NOW,Trades & Services,ENGINEERING RECRUITMENT SERVICES,Sydney,5/13/2018,BOILERMAKERS WELDERS IMMEDIATE START SYDNEY METRO SOME PERMANENT POSITIONS FOR RIGHT CANDIDATES MIG AND TIG WELDERS ONGOING WORK.IMMEDIATE START. Contact: 0414707998? ? Apply now!?,Contract/Temp,seek,AU,Parramatta & Western Suburbs,$30 - $34.99 per hour
https://www.seek.com.au/job/36211904,5/14/2018,Graduate Recruitment Consultant,Human Resources & Recruitment,Kennedy Reid,Sydney,5/13/2018,"About Kennedy Reid Kennedy Reid is a Sydney based recruitment agency specialise in Insurance and Business support recruitment.? We have an established GRADUATE PROGRAM which is designed to offer on the job training, career development pathways and uncapped commission potential.?? Recruitment Resourcer All our Graduates will undergo an intensive 6 months training program and personalised coaching from their Team Leader.? As a Recruitment Resourcer, you will drive results and manage the entire candidate management /talent acquisition process. You will work in partnership with a Client Manager to deliver revenue results. After 6 months as a Resourcer, you will transition into a Client Manager position and take full accountability of growing your own client base. Culture Kennedy Reid has a work hard, play hard culture.? We are a fun bunch of recruiters who are driven by providing the best service to our clients and candidates and ultimately to achieve financial success for ourselves and our business.? We are committed to giving back to the community and support our 2 chosen charities , Ronald McDonald House and Dream2Live4.? We invest heavily in the training and development of our staff and promote internally so that we can build a culture around progression and we recognise the talent within our own business.? Benefits Fun and social company culture Strong focus on health and fitness Fresh fruit in the office weekly Breakfast provided Enjoy your birthdays off Office is closed during the Christmas period Melbourne Cup at Randwick & Xmas parties on the Harbour Regular incentives for top performers Cheese and wine nights monthly Opportunity to participate in charity work Working with the BEST recruitment team in Sydney. Duties writing advertisements to attract candidates? phone screen applicants conduct candidate interviews network via social media headhunting and networking with candidates? brief candidates for interview preparation conduct reference checks? offer management and negotiation conduct post placement candidate care Skills & Experience undergraduate degree (ideally Graduated between 2013 ? 2017) ideally sales experience with exp working towards targets face to face or phone customer service experience corporate presentation & professional demeanour excellent communication and interpersonal skills strong time management skills & attention to detail sales focused and driven by meeting targets Come join us and be part of our success!! How to apply Click APPLY NOW or for a confidential? conversation, please call Cloe Vonk the Talent Acquisition Manager.? Video submissions will receive immediate consideration WOW us with your creativity.",Full Time,seek,AU,"CBD, Inner West & Eastern Suburbs","$50,000 + super + commission"
https://www.seek.com.au/job/36212026,5/14/2018,General Labourers Required - Erskine Park Location,"Manufacturing, Transport & Logistics",Programmed Skilled Workforce,Sydney,5/13/2018,"Warehouse Labourers - World renowned Logisealand to give you the best opportunities to work when and where you want to. At Programmed, we are committed to creating a safe and inclusive environment which values and respects diverse styles, backgrounds, experiences and perspectives. We welcome and encourage women, people of Aboriginal and Torres Strait Islander descent and people from diverse backgrounds to apply.",Contract/Temp,seek,AU,Parramatta & Western Suburbs,Casual Loading
https://www.seek.com.au/job/36212090,5/14/2018,Civil Project Engineer,Construction,Aqua Options Pty Limited,Sydney,5/13/2018,"Aqua Opero Harm. Strong interpersonal and?communication skills. Strong relationship building, influencing and negotiation skills. Confident in the use of Microsoft office suit.? Any experience in using Microsoft Project or similar programs will be highly regarded. Open to future travel if required. Advantage for applicants with experience in: Minimum 4?year?experience Experience working with pipe laying crews Experience in Bulk &?Final trim excavations Water and Sewer experience Applicants must have the following (current) White card Drivers Licence? ?",Full Time,seek,AU,Parramatta & Western Suburbs,"$100,000 - $129,999"
